id,port_name,container_volume,avg_delay_hours,congestion_level,weather_score,disruption_risk,timestamp,delay_rolling_mean,congestion_rolling_mean,weather_rolling_mean,risk_change
90,Shanghai,12553,62.29828506063928,0.32267101552803323,0.8506239704659091,0.24523409002803298,2026-05-20 17:05:17.832913,42.32729371685804,0.33527209857280393,0.6369143536656969,-0.28755554059185173
91,Los Angeles,19048,13.269134645149515,0.2669649499847939,0.6352136170524757,0.767849710903471,2026-05-20 17:05:17.832942,32.09378420959615,0.2073181971406422,0.6799258902765378,0.522615620875438
92,Singapore,13868,70.35955942223025,0.49223769453831645,0.03002041082127238,0.8288500683288785,2026-05-20 17:05:17.833027,40.900963610349415,0.26324520447481287,0.5147295345472754,0.06100035742540755
93,Singapore,16082,15.015836664028457,0.2983681155107242,0.9195687197511493,0.9467140426068426,2026-05-20 17:05:17.833065,38.782672536786286,0.3076437564106734,0.5801155041258385,0.11786397427796402
94,Shanghai,12130,4.025975953130502,0.6974759609832415,0.24693666274262982,0.339052558555343,2026-05-20 17:05:17.833101,32.993758349035595,0.4155435473090218,0.5364726761666871,-0.6076614840514996
95,Los Angeles,16870,33.9141217820788,0.8347039739242575,0.967487985125679,0.7160090199318427,2026-05-20 17:05:17.833135,27.316925693323505,0.5179501389882668,0.5598454790986412,0.37695646137649974
96,Rotterdam,15843,54.49914042678663,0.9698793335187142,0.21690602321642405,0.6527435179737953,2026-05-20 17:05:17.833177,35.56292684965093,0.6585330156950507,0.4761839603314309,-0.06326550195804748
97,Singapore,7688,51.48648537367274,0.8311053934086677,0.8685768747270874,0.787862448780226,2026-05-20 17:05:17.833224,31.78831203993942,0.726306555469121,0.6438952531125939,0.13511893080643078
98,Los Angeles,7156,61.89515086029366,0.5334325605392631,0.36610606144683255,0.0003524148034196317,2026-05-20 17:05:17.833264,41.164174879192466,0.7733194444748288,0.5332027214517305,-0.7875100339768064
99,Shanghai,7024,54.70727045896088,0.9518520135805848,0.3272456174195685,0.7230087738632375,2026-05-20 17:05:17.833301,51.30043378035854,0.8241946549942976,0.5492645123871183,0.7226563590598178
100,Rotterdam,6832,2.1538544505985286,0.12413529046919525,0.07644258898802636,0.20982291158087318,2026-05-20 17:05:17.833338,44.94838031406249,0.682080918303285,0.3710554331595878,-0.5131858622823643
101,Los Angeles,15000,42.0,0.82,0.71,0.91,2026-05-21 05:26:45.287285,42.44855222870516,0.6521050515995421,0.46967422851630297,0.7001770884191268
102,Shanghai,12000,15.0,0.31,0.25,0.22,2026-05-21 05:26:45.287297,35.15125515397061,0.5478839729178085,0.34595885357088546,-0.6900000000000001
103,Singapore,18000,50.0,0.9,0.81,0.95,2026-05-21 05:26:45.287302,32.77222498191188,0.621197460809956,0.434737641281519,0.73
